"id","hadith_no","source","tradition","bab","text_ar"
"zayd_0161","161","Musnad al-Imam Zayd ibn Ali","Zaydi","باب غسل الميت","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: قال رسول الله صلى الله عليه وآله من غسل أخا له مسلما فنظفه ولم يقذره ولم ينظر إلى عورته ولم يذكر منه سوءا ثم شيعه وصلى عليه ثم جلس حتى يدلى في قبره خرج من ذنوبه عطلا . سألت زيدا بن علي عليه السلام عن غسل الميت قال: تجعله على مغتسله وتوجهه نحو القبلة وتستر عورته ثم توضيه وضوءه للصلاة ثم تغسل رأسه ولحيته وسائر جسده بماء وسدر ثم تغسل رأسه ولحيته وسائر جسده بماء وكافور ثم تغسل رأسه ولحيته وسائر جسده بماء مفرد لا يخالطه شئ فذلك ثلاث غسلات ثم تنشفه بمنديل ثم تضع الحنوط في رأسه ولحيته وتتبع بالكافور اثار سجوده ثم تبسط أكفانه وهي ثلاث أثواب قميص وازار ولفافة ثم تلبسه القميص وتعطف عليه ازاره وتدرجه في لفافة كهيئة الردى وتحمله على أعواده فان خفت انحلال شئ من أكفانه عقدت ذلك ثم قد تم غسله. سألت زيدا عليه السلام في كم يكفن الرجل قال: في ثلاثة أثواب قميص وازار ولفافة، وسألته عليه السلام في كم تكفن المرأة قال: في خمسة أثواب درع وخمار وازار وعصابة تربط بها الاكفان ولفافة."
"zayd_0162","162","Musnad al-Imam Zayd ibn Ali","Zaydi","باب غسل الميت","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: الغسل من غسل الميت سنة وان توضأت أجزاك."
"zayd_0163","163","Musnad al-Imam Zayd ibn Ali","Zaydi","باب المرأة تغسل زوجها، والرجل يجوز له ان يغسل امرأته:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام في رجل توفيت امرأته هل ينبغي له ان يرى شيئا منها. قال (ع م) لا الا ما يرى الغريب، وقال زيد بن علي عليه السلام في الرجل يموت في السفر ومعه امرأته، قال تغسله ولا تعمد النظر إلى فرجه، وقال زيد بن علي (ع م) في المرأة تموت في السفر ومعها زوجها ييممها لانه قد انقطع ما بينهما وتغسله هي لانها منه في عدة، وقال زيد بن على (ع م) في الرجل تموت معه المرأة في السفر وهي ذات رحم محرم من النساء يوزرها فوق ثيابها ويصب عليها الماء صبا، وقال زيد بن علي عليهم السلام في الرجل يموت في السفر ومعه نساء ذوات رحم محرم، قال يوزرنه ويصببن الماء صبا ويمسسن جلده ولا يمسسن فرجه، وقال زيد بن علي (ع م) إذا مات الرجل مع النساء وليس فيهن امرأته ولا ذات رحم محرم من نسائه وزرنه إلى الركبتين وصببن عليه الماء صبا ولا يمسسنه بايديهن ولا ينظرون إلى عورته ويطهرنه، وقال زيد بن على (ع م) في المرأة تموت في السفر مع القوم ليس فيهم ذو رحم محرم قال تيمم."
"zayd_0164","164","Musnad al-Imam Zayd ibn Ali","Zaydi","باب المرأة تغسل زوجها، والرجل يجوز له ان يغسل امرأته:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: أتى رسول الله صلى الله عليه وآله نفر فقالوا يارسول الله ان امرأة معنا توفيت وليس معها ذو رحم محرم فقال صلى الله عليه وآله كيف صنعتم بها فقالوا صببنا الماء عليها صبا، قال اما وجدتم من اهل الكتاب امرأة تغسلها قالوا لا، قال أفلا يممتموها ."
"zayd_0165","165","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الشهيد (2) والذي يحترق بالنار والغريق:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: قال رسول الله صلى الله عليه وآله إذا مات الشهيد من يومه أو من الغد فواروه في ثيابه وان بقي اياما حتى تغيرت جراحه غسل."
"zayd_0166","166","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الشهيد (2) والذي يحترق بالنار والغريق:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: لما كان يوم أحد أصيبوا فذهبت رؤوس عامتهم فصلى عليهم رسول الله صلى الله عليه وآله ولم يغسلهم وقال انزعوا عنهم الفرا."
"zayd_0167","167","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الشهيد (2) والذي يحترق بالنار والغريق:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: ينزع عن الشيهد الفرو والخف والقلنسوة والعمامة والمنطقة والسراويل الا ان يكون أصابه دم فان كان أصابه ترك ولم يترك عليه معقودا الا حل."
"zayd_0168","168","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الشهيد (2) والذي يحترق بالنار والغريق:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه سئل عن رجل احترق بالنار فأمرهم ان يصبوا عليه الماء صبا. سألت زيدا بن علي عليه السلام عن الغريق والذي يقع عليه الحائط فيموت قال يغسلون."
"zayd_0169","169","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الشهيد (2) والذي يحترق بالنار والغريق:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: قال رسول الله صلى الله عليه وآله أتدرون من الشهيد من امتى، قالوا نعم، الذي يقتل في سبيل الله تعالى صابرا محتسبا، قال صلى الله عليه وآله وسلم ان شهدا امتي إذا لقيل الشهيد الذي ذكرتم والطعين والمبطون وصاحب الهدم والغريق والمرأة تموت جمعا، قالوا وكيف تموت المرأة جمعا، قال صلى الله عليه وآله يعترض ولدها في بطنها فتموت."
"zayd_0170","170","Musnad al-Imam Zayd ibn Ali","Zaydi","باب كيف يحمل السرير والنعش (4):","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: تحمل اليد اليمنى من الميت ثم الرجل اليمنى ثم اليد اليسرى ثم الرجل اليسرى ثم لا عليك ان لا تفعل ذلك الا مرة فإذا حملت ثلاثا فقد قضيت ما عليك وكلما زدت فهو أفضل ما لم تؤذ أحدا."
"zayd_0171","171","Musnad al-Imam Zayd ibn Ali","Zaydi","باب كيف يحمل السرير والنعش (4):","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان اسماء بنت عميس رضي الله عنها اول من أحدث النعش."
"zayd_0172","172","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الصلاة على الميت وكيف يقال في ذلك:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام انه كبر اربعا وخمسا وستا وسبعا."
"zayd_0173","173","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الصلاة على الميت وكيف يقال في ذلك:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام في الصلاة على الميت قال: تبدأ في التكبيرة الاولى بالحمد والثناء على الله تبارك وتعالى وفي الثانية الصلاة على النبي صلى الله عليه وآله وفي الثالثة الدعاء لنفسك وللمؤمنين والمؤمنات وفي الرابعة الدعاء للميت والاستغفار له وفي الخامسة تكبر ثم تسلم."
"zayd_0174","174","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الصلاة على الميت وكيف يقال في ذلك:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: إذا اجتمع جنائز رجال ونساء جعل الرجال مما يلي الإمام والنساء مما يلي القبلة."
"zayd_0175","175","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الصلاة على الميت وكيف يقال في ذلك:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام انه كان يرفع يديه في التكبيرة الاولى ثم لا يعود. سألت زيدا عليه السلام عن الرجل يفوته شئ من التكبير قال: لا يكبر حتى يكبر الإمام فإذا سلم الإمام قضى ما سبقه به الإمام تباعا."
"zayd_0176","176","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الصلاة على الميت وكيف يقال في ذلك:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام انه كان إذا صلى على جنازة رجل قام عند سرته وان كانت امرأة قام حيال ثديها."
"zayd_0177","177","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الصلاة على الطفل (1) وعلى الصبي الصغير:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام انه قال: في السقط لا يصلى عليه، قال فان كان تاما قد استهل واستهلاله صياحه وشهد على ذلك أربع نسوة أو امرأتان مسلمتان ورث وورث وسمي وصلي عليه فإذا لم يسمع له استهلال لم يورث ولم يرث ولم يسم ولم يصل عليه."
"zayd_0178","178","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الصلاة على الطفل (1) وعلى الصبي الصغير:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام انه كان يقول في الصلاة على الطفل اللهم اجعله لنا سلفا وفرطا وأجرا."
"zayd_0179","179","Musnad al-Imam Zayd ibn Ali","Zaydi","باب من أحق ان يصلي على المرأة:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام في رجل توفيت امرأته هل يصلي عليها، قال لا عصبتها اولى بها، وقال زيد بن علي (ع م) إذا توفيت المرأة صلى عليها أقرب الناس إليها من عصبتها وليس لزوجها ان يصلي عليها الا ان يأذن له عصبتها، وقال زيد بن علي عليه السلام، كانت تحت أبي عليه السلام امرأة من بني سليم فاستأذن أبي عصبتها في الصلاة عليها فقالوا صل رحمك الله تعالى."
